path1,path2,path3,x-coordinate,y-coordinate,status,visibility,game,clip,frame_name,frame_id,clip_key,split
game1/Clip1/0002.jpg,game1/Clip1/0001.jpg,game1/Clip1/0000.jpg,601.0,388.0,0.0,1,game1,Clip1,0002.jpg,2,game1/Clip1,train
game1/Clip1/0003.jpg,game1/Clip1/0002.jpg,game1/Clip1/0001.jpg,598.0,371.0,0.0,1,game1,Clip1,0003.jpg,3,game1/Clip1,train
game1/Clip1/0004.jpg,game1/Clip1/0003.jpg,game1/Clip1/0002.jpg,598.0,353.0,0.0,1,game1,Clip1,0004.jpg,4,game1/Clip1,train
game1/Clip1/0005.jpg,game1/Clip1/0004.jpg,game1/Clip1/0003.jpg,597.0,337.0,0.0,1,game1,Clip1,0005.jpg,5,game1/Clip1,train
game1/Clip1/0006.jpg,game1/Clip1/0005.jpg,game1/Clip1/0004.jpg,596.0,323.0,0.0,1,game1,Clip1,0006.jpg,6,game1/Clip1,train
game1/Clip1/0007.jpg,game1/Clip1/0006.jpg,game1/Clip1/0005.jpg,595.0,310.0,0.0,1,game1,Clip1,0007.jpg,7,game1/Clip1,train
game1/Clip1/0008.jpg,game1/Clip1/0007.jpg,game1/Clip1/0006.jpg,594.0,299.0,0.0,1,game1,Clip1,0008.jpg,8,game1/Clip1,train
game1/Clip1/0009.jpg,game1/Clip1/0008.jpg,game1/Clip1/0007.jpg,594.0,288.0,0.0,1,game1,Clip1,0009.jpg,9,game1/Clip1,train
game1/Clip1/0010.jpg,game1/Clip1/0009.jpg,game1/Clip1/0008.jpg,593.0,278.0,0.0,1,game1,Clip1,0010.jpg,10,game1/Clip1,train
game1/Clip1/0011.jpg,game1/Clip1/0010.jpg,game1/Clip1/0009.jpg,592.0,271.0,0.0,1,game1,Clip1,0011.jpg,11,game1/Clip1,train
game1/Clip1/0012.jpg,game1/Clip1/0011.jpg,game1/Clip1/0010.jpg,591.0,265.0,0.0,1,game1,Clip1,0012.jpg,12,game1/Clip1,train
game1/Clip1/0013.jpg,game1/Clip1/0012.jpg,game1/Clip1/0011.jpg,590.0,259.0,0.0,1,game1,Clip1,0013.jpg,13,game1/Clip1,train
game1/Clip1/0014.jpg,game1/Clip1/0013.jpg,game1/Clip1/0012.jpg,590.0,257.0,0.0,1,game1,Clip1,0014.jpg,14,game1/Clip1,train
game1/Clip1/0015.jpg,game1/Clip1/0014.jpg,game1/Clip1/0013.jpg,589.0,253.0,0.0,1,game1,Clip1,0015.jpg,15,game1/Clip1,train
game1/Clip1/0016.jpg,game1/Clip1/0015.jpg,game1/Clip1/0014.jpg,587.0,252.0,0.0,1,game1,Clip1,0016.jpg,16,game1/Clip1,train
game1/Clip1/0017.jpg,game1/Clip1/0016.jpg,game1/Clip1/0015.jpg,586.0,252.0,0.0,1,game1,Clip1,0017.jpg,17,game1/Clip1,train
game1/Clip1/0018.jpg,game1/Clip1/0017.jpg,game1/Clip1/0016.jpg,585.0,252.0,0.0,1,game1,Clip1,0018.jpg,18,game1/Clip1,train
game1/Clip1/0019.jpg,game1/Clip1/0018.jpg,game1/Clip1/0017.jpg,585.0,255.0,0.0,1,game1,Clip1,0019.jpg,19,game1/Clip1,train
game1/Clip1/0020.jpg,game1/Clip1/0019.jpg,game1/Clip1/0018.jpg,584.0,258.0,0.0,1,game1,Clip1,0020.jpg,20,game1/Clip1,train
game1/Clip1/0021.jpg,game1/Clip1/0020.jpg,game1/Clip1/0019.jpg,583.0,263.0,0.0,1,game1,Clip1,0021.jpg,21,game1/Clip1,train
game1/Clip1/0022.jpg,game1/Clip1/0021.jpg,game1/Clip1/0020.jpg,583.0,269.0,0.0,1,game1,Clip1,0022.jpg,22,game1/Clip1,train
game1/Clip1/0023.jpg,game1/Clip1/0022.jpg,game1/Clip1/0021.jpg,581.0,276.0,0.0,1,game1,Clip1,0023.jpg,23,game1/Clip1,train
game1/Clip1/0024.jpg,game1/Clip1/0023.jpg,game1/Clip1/0022.jpg,581.0,286.0,0.0,1,game1,Clip1,0024.jpg,24,game1/Clip1,train
game1/Clip1/0025.jpg,game1/Clip1/0024.jpg,game1/Clip1/0023.jpg,580.0,294.0,1.0,1,game1,Clip1,0025.jpg,25,game1/Clip1,train
game1/Clip1/0026.jpg,game1/Clip1/0025.jpg,game1/Clip1/0024.jpg,616.0,282.0,1.0,1,game1,Clip1,0026.jpg,26,game1/Clip1,train
game1/Clip1/0027.jpg,game1/Clip1/0026.jpg,game1/Clip1/0025.jpg,655.0,265.0,0.0,1,game1,Clip1,0027.jpg,27,game1/Clip1,train
game1/Clip1/0028.jpg,game1/Clip1/0027.jpg,game1/Clip1/0026.jpg,683.0,255.0,0.0,1,game1,Clip1,0028.jpg,28,game1/Clip1,train
game1/Clip1/0029.jpg,game1/Clip1/0028.jpg,game1/Clip1/0027.jpg,709.0,246.0,0.0,1,game1,Clip1,0029.jpg,29,game1/Clip1,train
game1/Clip1/0030.jpg,game1/Clip1/0029.jpg,game1/Clip1/0028.jpg,743.0,238.0,0.0,1,game1,Clip1,0030.jpg,30,game1/Clip1,train
game1/Clip1/0031.jpg,game1/Clip1/0030.jpg,game1/Clip1/0029.jpg,760.0,234.0,0.0,1,game1,Clip1,0031.jpg,31,game1/Clip1,train
game1/Clip1/0032.jpg,game1/Clip1/0031.jpg,game1/Clip1/0030.jpg,770.0,233.0,0.0,1,game1,Clip1,0032.jpg,32,game1/Clip1,train
game1/Clip1/0033.jpg,game1/Clip1/0032.jpg,game1/Clip1/0031.jpg,779.0,233.0,2.0,1,game1,Clip1,0033.jpg,33,game1/Clip1,train
game1/Clip1/0034.jpg,game1/Clip1/0033.jpg,game1/Clip1/0032.jpg,789.0,210.0,0.0,1,game1,Clip1,0034.jpg,34,game1/Clip1,train
game1/Clip1/0035.jpg,game1/Clip1/0034.jpg,game1/Clip1/0033.jpg,795.0,191.0,0.0,1,game1,Clip1,0035.jpg,35,game1/Clip1,train
game1/Clip1/0036.jpg,game1/Clip1/0035.jpg,game1/Clip1/0034.jpg,801.0,173.0,0.0,1,game1,Clip1,0036.jpg,36,game1/Clip1,train
game1/Clip1/0037.jpg,game1/Clip1/0036.jpg,game1/Clip1/0035.jpg,806.0,156.0,0.0,1,game1,Clip1,0037.jpg,37,game1/Clip1,train
game1/Clip1/0038.jpg,game1/Clip1/0037.jpg,game1/Clip1/0036.jpg,813.0,143.0,0.0,1,game1,Clip1,0038.jpg,38,game1/Clip1,train
game1/Clip1/0039.jpg,game1/Clip1/0038.jpg,game1/Clip1/0037.jpg,817.0,132.0,0.0,1,game1,Clip1,0039.jpg,39,game1/Clip1,train
game1/Clip1/0040.jpg,game1/Clip1/0039.jpg,game1/Clip1/0038.jpg,819.0,124.0,0.0,1,game1,Clip1,0040.jpg,40,game1/Clip1,train
game1/Clip1/0041.jpg,game1/Clip1/0040.jpg,game1/Clip1/0039.jpg,822.0,117.0,1.0,1,game1,Clip1,0041.jpg,41,game1/Clip1,train
game1/Clip1/0042.jpg,game1/Clip1/0041.jpg,game1/Clip1/0040.jpg,814.0,116.0,0.0,1,game1,Clip1,0042.jpg,42,game1/Clip1,train
game1/Clip1/0043.jpg,game1/Clip1/0042.jpg,game1/Clip1/0041.jpg,806.0,116.0,0.0,1,game1,Clip1,0043.jpg,43,game1/Clip1,train
game1/Clip1/0044.jpg,game1/Clip1/0043.jpg,game1/Clip1/0042.jpg,798.0,117.0,0.0,1,game1,Clip1,0044.jpg,44,game1/Clip1,train
game1/Clip1/0045.jpg,game1/Clip1/0044.jpg,game1/Clip1/0043.jpg,790.0,116.0,0.0,1,game1,Clip1,0045.jpg,45,game1/Clip1,train
game1/Clip1/0046.jpg,game1/Clip1/0045.jpg,game1/Clip1/0044.jpg,781.0,117.0,0.0,1,game1,Clip1,0046.jpg,46,game1/Clip1,train
game1/Clip1/0047.jpg,game1/Clip1/0046.jpg,game1/Clip1/0045.jpg,771.0,119.0,0.0,1,game1,Clip1,0047.jpg,47,game1/Clip1,train
game1/Clip1/0048.jpg,game1/Clip1/0047.jpg,game1/Clip1/0046.jpg,761.0,121.0,0.0,1,game1,Clip1,0048.jpg,48,game1/Clip1,train
game1/Clip1/0049.jpg,game1/Clip1/0048.jpg,game1/Clip1/0047.jpg,750.0,124.0,0.0,1,game1,Clip1,0049.jpg,49,game1/Clip1,train
game1/Clip1/0050.jpg,game1/Clip1/0049.jpg,game1/Clip1/0048.jpg,741.0,128.0,0.0,1,game1,Clip1,0050.jpg,50,game1/Clip1,train
game1/Clip1/0051.jpg,game1/Clip1/0050.jpg,game1/Clip1/0049.jpg,732.0,131.0,0.0,1,game1,Clip1,0051.jpg,51,game1/Clip1,train
game1/Clip1/0052.jpg,game1/Clip1/0051.jpg,game1/Clip1/0050.jpg,720.0,137.0,0.0,1,game1,Clip1,0052.jpg,52,game1/Clip1,train
game1/Clip1/0053.jpg,game1/Clip1/0052.jpg,game1/Clip1/0051.jpg,712.0,142.0,0.0,2,game1,Clip1,0053.jpg,53,game1/Clip1,train
game1/Clip1/0054.jpg,game1/Clip1/0053.jpg,game1/Clip1/0052.jpg,699.0,148.0,0.0,2,game1,Clip1,0054.jpg,54,game1/Clip1,train
game1/Clip1/0055.jpg,game1/Clip1/0054.jpg,game1/Clip1/0053.jpg,687.0,154.0,0.0,1,game1,Clip1,0055.jpg,55,game1/Clip1,train
game1/Clip1/0056.jpg,game1/Clip1/0055.jpg,game1/Clip1/0054.jpg,676.0,161.0,0.0,1,game1,Clip1,0056.jpg,56,game1/Clip1,train
game1/Clip1/0057.jpg,game1/Clip1/0056.jpg,game1/Clip1/0055.jpg,669.0,167.0,0.0,2,game1,Clip1,0057.jpg,57,game1/Clip1,train
game1/Clip1/0058.jpg,game1/Clip1/0057.jpg,game1/Clip1/0056.jpg,655.0,178.0,0.0,1,game1,Clip1,0058.jpg,58,game1/Clip1,train
game1/Clip1/0059.jpg,game1/Clip1/0058.jpg,game1/Clip1/0057.jpg,643.0,188.0,0.0,1,game1,Clip1,0059.jpg,59,game1/Clip1,train
game1/Clip1/0060.jpg,game1/Clip1/0059.jpg,game1/Clip1/0058.jpg,630.0,200.0,0.0,1,game1,Clip1,0060.jpg,60,game1/Clip1,train
game1/Clip1/0061.jpg,game1/Clip1/0060.jpg,game1/Clip1/0059.jpg,618.0,210.0,0.0,1,game1,Clip1,0061.jpg,61,game1/Clip1,train
game1/Clip1/0062.jpg,game1/Clip1/0061.jpg,game1/Clip1/0060.jpg,606.0,224.0,0.0,1,game1,Clip1,0062.jpg,62,game1/Clip1,train
game1/Clip1/0063.jpg,game1/Clip1/0062.jpg,game1/Clip1/0061.jpg,592.0,236.0,0.0,1,game1,Clip1,0063.jpg,63,game1/Clip1,train
game1/Clip1/0064.jpg,game1/Clip1/0063.jpg,game1/Clip1/0062.jpg,579.0,252.0,0.0,1,game1,Clip1,0064.jpg,64,game1/Clip1,train
game1/Clip1/0065.jpg,game1/Clip1/0064.jpg,game1/Clip1/0063.jpg,563.0,268.0,0.0,1,game1,Clip1,0065.jpg,65,game1/Clip1,train
game1/Clip1/0066.jpg,game1/Clip1/0065.jpg,game1/Clip1/0064.jpg,548.0,284.0,0.0,2,game1,Clip1,0066.jpg,66,game1/Clip1,train
game1/Clip1/0067.jpg,game1/Clip1/0066.jpg,game1/Clip1/0065.jpg,535.0,303.0,0.0,1,game1,Clip1,0067.jpg,67,game1/Clip1,train
game1/Clip1/0068.jpg,game1/Clip1/0067.jpg,game1/Clip1/0066.jpg,518.0,322.0,0.0,1,game1,Clip1,0068.jpg,68,game1/Clip1,train
game1/Clip1/0069.jpg,game1/Clip1/0068.jpg,game1/Clip1/0067.jpg,505.0,340.0,0.0,1,game1,Clip1,0069.jpg,69,game1/Clip1,train
game1/Clip1/0070.jpg,game1/Clip1/0069.jpg,game1/Clip1/0068.jpg,489.0,363.0,0.0,1,game1,Clip1,0070.jpg,70,game1/Clip1,train
game1/Clip1/0071.jpg,game1/Clip1/0070.jpg,game1/Clip1/0069.jpg,471.0,386.0,0.0,1,game1,Clip1,0071.jpg,71,game1/Clip1,train
game1/Clip1/0072.jpg,game1/Clip1/0071.jpg,game1/Clip1/0070.jpg,457.0,409.0,0.0,1,game1,Clip1,0072.jpg,72,game1/Clip1,train
game1/Clip1/0073.jpg,game1/Clip1/0072.jpg,game1/Clip1/0071.jpg,442.0,434.0,0.0,1,game1,Clip1,0073.jpg,73,game1/Clip1,train
game1/Clip1/0074.jpg,game1/Clip1/0073.jpg,game1/Clip1/0072.jpg,,,,0,game1,Clip1,0074.jpg,74,game1/Clip1,train
game1/Clip1/0075.jpg,game1/Clip1/0074.jpg,game1/Clip1/0073.jpg,,,,0,game1,Clip1,0075.jpg,75,game1/Clip1,train
game1/Clip1/0076.jpg,game1/Clip1/0075.jpg,game1/Clip1/0074.jpg,,,,0,game1,Clip1,0076.jpg,76,game1/Clip1,train
game1/Clip1/0077.jpg,game1/Clip1/0076.jpg,game1/Clip1/0075.jpg,,,,0,game1,Clip1,0077.jpg,77,game1/Clip1,train
game1/Clip1/0078.jpg,game1/Clip1/0077.jpg,game1/Clip1/0076.jpg,375.0,439.0,0.0,1,game1,Clip1,0078.jpg,78,game1/Clip1,train
game1/Clip1/0079.jpg,game1/Clip1/0078.jpg,game1/Clip1/0077.jpg,365.0,441.0,0.0,1,game1,Clip1,0079.jpg,79,game1/Clip1,train
game1/Clip1/0080.jpg,game1/Clip1/0079.jpg,game1/Clip1/0078.jpg,354.0,444.0,0.0,2,game1,Clip1,0080.jpg,80,game1/Clip1,train
game1/Clip1/0081.jpg,game1/Clip1/0080.jpg,game1/Clip1/0079.jpg,337.0,449.0,0.0,1,game1,Clip1,0081.jpg,81,game1/Clip1,train
game1/Clip1/0082.jpg,game1/Clip1/0081.jpg,game1/Clip1/0080.jpg,327.0,452.0,1.0,1,game1,Clip1,0082.jpg,82,game1/Clip1,train
game1/Clip1/0083.jpg,game1/Clip1/0082.jpg,game1/Clip1/0081.jpg,364.0,415.0,1.0,3,game1,Clip1,0083.jpg,83,game1/Clip1,train
game1/Clip1/0084.jpg,game1/Clip1/0083.jpg,game1/Clip1/0082.jpg,418.0,362.0,0.0,1,game1,Clip1,0084.jpg,84,game1/Clip1,train
game1/Clip1/0085.jpg,game1/Clip1/0084.jpg,game1/Clip1/0083.jpg,453.0,330.0,0.0,1,game1,Clip1,0085.jpg,85,game1/Clip1,train
game1/Clip1/0086.jpg,game1/Clip1/0085.jpg,game1/Clip1/0084.jpg,486.0,300.0,0.0,1,game1,Clip1,0086.jpg,86,game1/Clip1,train
game1/Clip1/0087.jpg,game1/Clip1/0086.jpg,game1/Clip1/0085.jpg,514.0,277.0,0.0,1,game1,Clip1,0087.jpg,87,game1/Clip1,train
game1/Clip1/0088.jpg,game1/Clip1/0087.jpg,game1/Clip1/0086.jpg,540.0,255.0,0.0,1,game1,Clip1,0088.jpg,88,game1/Clip1,train
game1/Clip1/0089.jpg,game1/Clip1/0088.jpg,game1/Clip1/0087.jpg,564.0,238.0,0.0,2,game1,Clip1,0089.jpg,89,game1/Clip1,train
game1/Clip1/0090.jpg,game1/Clip1/0089.jpg,game1/Clip1/0088.jpg,586.0,224.0,0.0,1,game1,Clip1,0090.jpg,90,game1/Clip1,train
game1/Clip1/0091.jpg,game1/Clip1/0090.jpg,game1/Clip1/0089.jpg,606.0,211.0,0.0,1,game1,Clip1,0091.jpg,91,game1/Clip1,train
game1/Clip1/0092.jpg,game1/Clip1/0091.jpg,game1/Clip1/0090.jpg,626.0,200.0,0.0,1,game1,Clip1,0092.jpg,92,game1/Clip1,train
game1/Clip1/0093.jpg,game1/Clip1/0092.jpg,game1/Clip1/0091.jpg,643.0,193.0,0.0,1,game1,Clip1,0093.jpg,93,game1/Clip1,train
game1/Clip1/0094.jpg,game1/Clip1/0093.jpg,game1/Clip1/0092.jpg,657.0,186.0,0.0,1,game1,Clip1,0094.jpg,94,game1/Clip1,train
